Gene Name,Functional Category
Rv0742,PE-PPE-families
Rv0746,PE-PPE-families
Rv0747,PE-PPE-families
Rv0754,PE-PPE-families
Rv0755c,PE-PPE-families
Rv0832,PE-PPE-families
Rv0833,PE-PPE-families
Rv0834c,PE-PPE-families
Rv0872c,PE-PPE-families
Rv0878c,PE-PPE-families
Rv0915c,PE-PPE-families
Rv0916c,PE-PPE-families
Rv0977,PE-PPE-families
Rv0978c,PE-PPE-families
Rv0980c,PE-PPE-families
Rv1039c,PE-PPE-families
Rv1040c,PE-PPE-families
Rv1067c,PE-PPE-families
Rv1068c,PE-PPE-families
Rv1087,PE-PPE-families
Rv1088,PE-PPE-families
Rv1089,PE-PPE-families
Rv1091,PE-PPE-families
Rv1135c,PE-PPE-families
Rv1168c,PE-PPE-families
Rv1169c,PE-PPE-families
Rv1172c,PE-PPE-families
Rv1195,PE-PPE-families
Rv1196,PE-PPE-families
Rv1214c,PE-PPE-families
Rv1243c,PE-PPE-families
Rv1325c,PE-PPE-families
Rv1361c,PE-PPE-families
Rv1386,PE-PPE-families
Rv1387,PE-PPE-families
Rv1396c,PE-PPE-families
Rv1430,PE-PPE-families
Rv1441c,PE-PPE-families
Rv1450c,PE-PPE-families
Rv1452c,PE-PPE-families
Rv1468c,PE-PPE-families
Rv1548c,PE-PPE-families
Rv1646,PE-PPE-families
Rv1651c,PE-PPE-families
Rv1705c,PE-PPE-families
Rv1706c,PE-PPE-families
Rv1753c,PE-PPE-families
Rv1759c,PE-PPE-families
Rv1768,PE-PPE-families
Rv1787,PE-PPE-families
Rv1788,PE-PPE-families
Rv1789,PE-PPE-families
Rv1790,PE-PPE-families
Rv1791,PE-PPE-families
Rv1800,PE-PPE-families
Rv1801,PE-PPE-families
Rv1802,PE-PPE-families
Rv1803c,PE-PPE-families
Rv1806,PE-PPE-families
Rv1807,PE-PPE-families
Rv1808,PE-PPE-families
Rv1809,PE-PPE-families
Rv1818c,PE-PPE-families
Rv1840c,PE-PPE-families
Rv1917c,PE-PPE-families
Rv1918c,PE-PPE-families
Rv1983,PE-PPE-families
Rv2098c,PE-PPE-families
Rv2099c,PE-PPE-families
Rv2107,PE-PPE-families
Rv2108,PE-PPE-families
Rv2123,PE-PPE-families
Rv2126c,PE-PPE-families
Rv2162c,PE-PPE-families
Rv2328,PE-PPE-families
Rv2340c,PE-PPE-families
Rv2352c,PE-PPE-families
Rv2353c,PE-PPE-families
Rv2356c,PE-PPE-families
Rv2371,PE-PPE-families
Rv2396,PE-PPE-families
Rv2408,PE-PPE-families
Rv2430c,PE-PPE-families
Rv2431c,PE-PPE-families
Rv2487c,PE-PPE-families
Rv2490c,PE-PPE-families
Rv2519,PE-PPE-families
Rv2591,PE-PPE-families
Rv2608,PE-PPE-families
Rv2615c,PE-PPE-families
Rv2634c,PE-PPE-families
Rv2741,PE-PPE-families
Rv2768c,PE-PPE-families
Rv2769c,PE-PPE-families
Rv2770c,PE-PPE-families
Rv2853,PE-PPE-families
Rv2892c,PE-PPE-families
Rv3018c,PE-PPE-families
Rv3018A,PE-PPE-families
Rv3021c,PE-PPE-families
Rv3022c,PE-PPE-families
Rv3022A,PE-PPE-families
Rv3097c,PE-PPE-families
Rv3125c,PE-PPE-families
Rv3135,PE-PPE-families
Rv3136,PE-PPE-families
Rv3144c,PE-PPE-families
Rv3159c,PE-PPE-families
Rv3343c,PE-PPE-families
Rv3344c,PE-PPE-families
Rv3345c,PE-PPE-families
Rv3347c,PE-PPE-families
Rv3350c,PE-PPE-families
Rv3367,PE-PPE-families
Rv3388,PE-PPE-families
Rv3425,PE-PPE-families
Rv3426,PE-PPE-families
Rv3429,PE-PPE-families
Rv3477,PE-PPE-families
Rv3478,PE-PPE-families
Rv3507,PE-PPE-families
Rv3508,PE-PPE-families
Rv3511,PE-PPE-families
Rv3512,PE-PPE-families
Rv3514,PE-PPE-families
Rv3532,PE-PPE-families
Rv3533c,PE-PPE-families
Rv3539,PE-PPE-families
Rv3558,PE-PPE-families
Rv3590c,PE-PPE-families
Rv3595c,PE-PPE-families
Rv3621c,PE-PPE-families
Rv3622c,PE-PPE-families
Rv3650,PE-PPE-families
Rv3652,PE-PPE-families
Rv3653,PE-PPE-families
Rv3738c,PE-PPE-families
Rv3739c,PE-PPE-families
Rv3746c,PE-PPE-families
Rv3812,PE-PPE-families
Rv3872,PE-PPE-families
Rv3873,PE-PPE-families
Rv3892c,PE-PPE-families
Rv3893c,PE-PPE-families
Rv0031,insertion-seqs-and-phages
Rv0094c,insertion-seqs-and-phages
Rv0095c,insertion-seqs-and-phages
Rv0336,insertion-seqs-and-phages
Rv0393,insertion-seqs-and-phages
Rv0397,insertion-seqs-and-phages
Rv0515,insertion-seqs-and-phages
Rv0605,insertion-seqs-and-phages
Rv0606,insertion-seqs-and-phages
Rv0741,insertion-seqs-and-phages
Rv0755A,insertion-seqs-and-phages
Rv0795,insertion-seqs-and-phages
Rv0796,insertion-seqs-and-phages
Rv0797,insertion-seqs-and-phages
Rv0829,insertion-seqs-and-phages
Rv0850,insertion-seqs-and-phages
Rv0920c,insertion-seqs-and-phages
Rv0921,insertion-seqs-and-phages
Rv0922,insertion-seqs-and-phages
Rv1034c,insertion-seqs-and-phages
Rv1035c,insertion-seqs-and-phages
Rv1036c,insertion-seqs-and-phages
Rv1041c,insertion-seqs-and-phages
Rv1042c,insertion-seqs-and-phages
Rv1047,insertion-seqs-and-phages
Rv1054,insertion-seqs-and-phages
Rv1055,insertion-seqs-and-phages
Rv1128c,insertion-seqs-and-phages
Rv1148c,insertion-seqs-and-phages
Rv1149,insertion-seqs-and-phages
Rv1150,insertion-seqs-and-phages
Rv1199c,insertion-seqs-and-phages
Rv1313c,insertion-seqs-and-phages
Rv1369c,insertion-seqs-and-phages
Rv1370c,insertion-seqs-and-phages
Rv1572c,insertion-seqs-and-phages
Rv1573,insertion-seqs-and-phages
Rv1574,insertion-seqs-and-phages
Rv1575,insertion-seqs-and-phages
Rv1576c,insertion-seqs-and-phages
Rv1577c,insertion-seqs-and-phages
Rv1578c,insertion-seqs-and-phages
Rv1579c,insertion-seqs-and-phages
Rv1580c,insertion-seqs-and-phages
Rv1581c,insertion-seqs-and-phages
Rv1582c,insertion-seqs-and-phages
Rv1583c,insertion-seqs-and-phages
Rv1584c,insertion-seqs-and-phages
Rv1585c,insertion-seqs-and-phages
Rv1586c,insertion-seqs-and-phages
Rv1587c,insertion-seqs-and-phages
Rv1588c,insertion-seqs-and-phages
Rv1701,insertion-seqs-and-phages
Rv1702c,insertion-seqs-and-phages
Rv1756c,insertion-seqs-and-phages
Rv1757c,insertion-seqs-and-phages
Rv1763,insertion-seqs-and-phages
Rv1764,insertion-seqs-and-phages
Rv1765A,insertion-seqs-and-phages
Rv1945,insertion-seqs-and-phages
Rv2013,insertion-seqs-and-phages
Rv2014,insertion-seqs-and-phages
Rv2085,insertion-seqs-and-phages
Rv2086,insertion-seqs-and-phages
Rv2087,insertion-seqs-and-phages
Rv2100,insertion-seqs-and-phages
Rv2105,insertion-seqs-and-phages
Rv2106,insertion-seqs-and-phages
Rv2167c,insertion-seqs-and-phages
Rv2168c,insertion-seqs-and-phages
Rv2177c,insertion-seqs-and-phages
Rv2278,insertion-seqs-and-phages
Rv2279,insertion-seqs-and-phages
Rv2309c,insertion-seqs-and-phages
Rv2310,insertion-seqs-and-phages
Rv2354,insertion-seqs-and-phages
Rv2355,insertion-seqs-and-phages
Rv2424c,insertion-seqs-and-phages
Rv2479c,insertion-seqs-and-phages
Rv2480c,insertion-seqs-and-phages
Rv2512c,insertion-seqs-and-phages
Rv2646,insertion-seqs-and-phages
Rv2647,insertion-seqs-and-phages
Rv2648,insertion-seqs-and-phages
Rv2649,insertion-seqs-and-phages
Rv2650c,insertion-seqs-and-phages
Rv2651c,insertion-seqs-and-phages
Rv2652c,insertion-seqs-and-phages
Rv2653c,insertion-seqs-and-phages
Rv2654c,insertion-seqs-and-phages
Rv2655c,insertion-seqs-and-phages
Rv2656c,insertion-seqs-and-phages
Rv2657c,insertion-seqs-and-phages
Rv2658c,insertion-seqs-and-phages
Rv2659c,insertion-seqs-and-phages
Rv2666,insertion-seqs-and-phages
Rv2791c,insertion-seqs-and-phages
Rv2792c,insertion-seqs-and-phages
Rv2810c,insertion-seqs-and-phages
Rv2812,insertion-seqs-and-phages
Rv2814c,insertion-seqs-and-phages
Rv2815c,insertion-seqs-and-phages
Rv2885c,insertion-seqs-and-phages
Rv2886c,insertion-seqs-and-phages
Rv2894c,insertion-seqs-and-phages
Rv2943,insertion-seqs-and-phages
Rv2943A,insertion-seqs-and-phages
Rv2944,insertion-seqs-and-phages
Rv2961,insertion-seqs-and-phages
Rv2978c,insertion-seqs-and-phages
Rv2979c,insertion-seqs-and-phages
Rv3023c,insertion-seqs-and-phages
Rv3115,insertion-seqs-and-phages
Rv3184,insertion-seqs-and-phages
Rv3185,insertion-seqs-and-phages
Rv3186,insertion-seqs-and-phages
Rv3187,insertion-seqs-and-phages
Rv3191c,insertion-seqs-and-phages
Rv3325,insertion-seqs-and-phages
Rv3326,insertion-seqs-and-phages
Rv3327,insertion-seqs-and-phages
Rv3348,insertion-seqs-and-phages
Rv3349c,insertion-seqs-and-phages
Rv3380c,insertion-seqs-and-phages
Rv3381c,insertion-seqs-and-phages
Rv3386,insertion-seqs-and-phages
Rv3387,insertion-seqs-and-phages
Rv3427c,insertion-seqs-and-phages
Rv3428c,insertion-seqs-and-phages
Rv3430c,insertion-seqs-and-phages
Rv3431c,insertion-seqs-and-phages
Rv3466,insertion-seqs-and-phages
Rv3467,insertion-seqs-and-phages
Rv3474,insertion-seqs-and-phages
Rv3475,insertion-seqs-and-phages
Rv3636,insertion-seqs-and-phages
Rv3637,insertion-seqs-and-phages
Rv3638,insertion-seqs-and-phages
Rv3640c,insertion-seqs-and-phages
Rv3750c,insertion-seqs-and-phages
Rv3751,insertion-seqs-and-phages
Rv3770A,insertion-seqs-and-phages
Rv3770B,insertion-seqs-and-phages
Rv3798,insertion-seqs-and-phages
Rv3827c,insertion-seqs-and-phages
Rv3828c,insertion-seqs-and-phages
Rv3844,insertion-seqs-and-phages
MTB000001,stable_RNAs
MTB000002,stable_RNAs
MTB000003,stable_RNAs
MTB000051,stable_RNAs
MTB000004,stable_RNAs
MTB000060,stable_RNAs
MTB000005,stable_RNAs
MTB000052,stable_RNAs
MTB000006,stable_RNAs
MTB000007,stable_RNAs
MTB000008,stable_RNAs
MTB000009,stable_RNAs
MTB000053,stable_RNAs
MTB000010,stable_RNAs
MTB000011,stable_RNAs
MTB000012,stable_RNAs
MTB000013,stable_RNAs
MTB000014,stable_RNAs
MTB000015,stable_RNAs
MTB000016,stable_RNAs
MTB000061,stable_RNAs
MTB000017,stable_RNAs
MTB000074,stable_RNAs
MTB000072,stable_RNAs
MTB000075,stable_RNAs
MTB000062,stable_RNAs
MTB000063,stable_RNAs
MTB000018,stable_RNAs
MTB000064,stable_RNAs
MTB000019,stable_RNAs
MTB000020,stable_RNAs
MTB000021,stable_RNAs
MTB000022,stable_RNAs
MTB000065,stable_RNAs
MTB000076,stable_RNAs
MTB000023,stable_RNAs
MTB000054,stable_RNAs
MTB000024,stable_RNAs
MTB000055,stable_RNAs
MTB000077,stable_RNAs
MTB000056,stable_RNAs
MTB000057,stable_RNAs
MTB000025,stable_RNAs
MTB000066,stable_RNAs
MTB000026,stable_RNAs
MTB000027,stable_RNAs
MTB000073,stable_RNAs
MTB000028,stable_RNAs
MTB000029,stable_RNAs
MTB000067,stable_RNAs
MTB000030,stable_RNAs
MTB000031,stable_RNAs
MTB000032,stable_RNAs
MTB000033,stable_RNAs
MTB000034,stable_RNAs
MTB000068,stable_RNAs
MTB000069,stable_RNAs
MTB000035,stable_RNAs
MTB000036,stable_RNAs
MTB000037,stable_RNAs
MTB000038,stable_RNAs
MTB000039,stable_RNAs
MTB000040,stable_RNAs
MTB000041,stable_RNAs
MTB000042,stable_RNAs
MTB000043,stable_RNAs
MTB000070,stable_RNAs
MTB000044,stable_RNAs
MTB000071,stable_RNAs
MTB000058,stable_RNAs
MTB000078,stable_RNAs
MTB000045,stable_RNAs
MTB000059,stable_RNAs
MTB000046,stable_RNAs
MTB000047,stable_RNAs
MTB000048,stable_RNAs
MTB000049,stable_RNAs
MTB000050,stable_RNAs
MTB000079,stable_RNAs
MTB000080,stable_RNAs
Rv0001,information-pathways
Rv0002,information-pathways
Rv0003,information-pathways
Rv0005,information-pathways
Rv0006,information-pathways
Rv0009,information-pathways
Rv0041,information-pathways
Rv0053,information-pathways
Rv0054,information-pathways
Rv0055,information-pathways
Rv0056,information-pathways
Rv0058,information-pathways
Rv0071,information-pathways
Rv0105c,information-pathways
Rv0120c,information-pathways
Rv0182c,information-pathways
Rv0233,information-pathways
Rv0413,information-pathways
Rv0427c,information-pathways
Rv0429c,information-pathways
Rv0444c,information-pathways
Rv0445c,information-pathways
Rv0516c,information-pathways
Rv0570,information-pathways
Rv0629c,information-pathways
Rv0630c,information-pathways
Rv0631c,information-pathways
Rv0634B,information-pathways
Rv0639,information-pathways
Rv0640,information-pathways
Rv0641,information-pathways
Rv0651,information-pathways
Rv0652,information-pathways
Rv0667,information-pathways
Rv0668,information-pathways
Rv0670,information-pathways
Rv0682,information-pathways
Rv0683,information-pathways
Rv0684,information-pathways
Rv0685,information-pathways
Rv0700,information-pathways
Rv0701,information-pathways
Rv0702,information-pathways
Rv0703,information-pathways
Rv0704,information-pathways
Rv0705,information-pathways
Rv0706,information-pathways
Rv0707,information-pathways
Rv0708,information-pathways
Rv0709,information-pathways
Rv0710,information-pathways
Rv0714,information-pathways
Rv0715,information-pathways
Rv0716,information-pathways
Rv0717,information-pathways
Rv0718,information-pathways
Rv0719,information-pathways
Rv0720,information-pathways
Rv0721,information-pathways
Rv0722,information-pathways
Rv0723,information-pathways
Rv0735,information-pathways
Rv0736,information-pathways
Rv0861c,information-pathways
Rv0937c,information-pathways
Rv0938,information-pathways
Rv0944,information-pathways
Rv0949,information-pathways
Rv0979A,information-pathways
Rv0995,information-pathways
Rv1007c,information-pathways
Rv1010,information-pathways
Rv1015c,information-pathways
Rv1020,information-pathways
Rv1080c,information-pathways
Rv1107c,information-pathways
Rv1108c,information-pathways
Rv1160,information-pathways
Rv1165,information-pathways
Rv1189,information-pathways
Rv1210,information-pathways
Rv1221,information-pathways
Rv1222,information-pathways
Rv1253,information-pathways
Rv1259,information-pathways
Rv1292,information-pathways
Rv1297,information-pathways
Rv1298,information-pathways
Rv1299,information-pathways
Rv1316c,information-pathways
Rv1317c,information-pathways
Rv1329c,information-pathways
Rv1340,information-pathways
Rv1364c,information-pathways
Rv1365c,information-pathways
Rv1388,information-pathways
Rv1390,information-pathways
Rv1402,information-pathways
Rv1406,information-pathways
Rv1407,information-pathways
Rv1420,information-pathways
Rv1536,information-pathways
Rv1537,information-pathways
Rv1547,information-pathways
Rv1629,information-pathways
Rv1630,information-pathways
Rv1633,information-pathways
Rv1638,information-pathways
Rv1640c,information-pathways
Rv1641,information-pathways
Rv1642,information-pathways
Rv1643,information-pathways
Rv1644,information-pathways
Rv1649,information-pathways
Rv1650,information-pathways
Rv1688,information-pathways
Rv1689,information-pathways
Rv1696,information-pathways
Rv1700,information-pathways
Rv1981c,information-pathways
Rv2055c,information-pathways
Rv2056c,information-pathways
Rv2057c,information-pathways
Rv2058c,information-pathways
Rv2069,information-pathways
Rv2090,information-pathways
Rv2092c,information-pathways
Rv2101,information-pathways
Rv2191,information-pathways
Rv2228c,information-pathways
Rv2343c,information-pathways
Rv2357c,information-pathways
Rv2362c,information-pathways
Rv2412,information-pathways
Rv2441c,information-pathways
Rv2442c,information-pathways
Rv2444c,information-pathways
Rv2448c,information-pathways
Rv2464c,information-pathways
Rv2528c,information-pathways
Rv2533c,information-pathways
Rv2534c,information-pathways
Rv2555c,information-pathways
Rv2572c,information-pathways
Rv2580c,information-pathways
Rv2582,information-pathways
Rv2592c,information-pathways
Rv2593c,information-pathways
Rv2594c,information-pathways
Rv2614c,information-pathways
Rv2703,information-pathways
Rv2710,information-pathways
Rv2736c,information-pathways
Rv2737c,information-pathways
Rv2755c,information-pathways
Rv2756c,information-pathways
Rv2761c,information-pathways
Rv2783c,information-pathways
Rv2785c,information-pathways
Rv2793c,information-pathways
Rv2836c,information-pathways
Rv2838c,information-pathways
Rv2839c,information-pathways
Rv2841c,information-pathways
Rv2845c,information-pathways
Rv2882c,information-pathways
Rv2889c,information-pathways
Rv2890c,information-pathways
Rv2902c,information-pathways
Rv2904c,information-pathways
Rv2906c,information-pathways
Rv2907c,information-pathways
Rv2909c,information-pathways
Rv2924c,information-pathways
Rv2925c,information-pathways
Rv2973c,information-pathways
Rv2976c,information-pathways
Rv2985,information-pathways
Rv2986c,information-pathways
Rv2992c,information-pathways
Rv3009c,information-pathways
Rv3011c,information-pathways
Rv3012c,information-pathways
Rv3014c,information-pathways
Rv3024c,information-pathways
Rv3048c,information-pathways
Rv3051c,information-pathways
Rv3052c,information-pathways
Rv3053c,information-pathways
Rv3056,information-pathways
Rv3062,information-pathways
Rv3105c,information-pathways
Rv3198c,information-pathways
Rv3201c,information-pathways
Rv3202c,information-pathways
Rv3204,information-pathways
Rv3211,information-pathways
Rv3221A,information-pathways
Rv3223c,information-pathways
Rv3241c,information-pathways
Rv3263,information-pathways
Rv3286c,information-pathways
Rv3287c,information-pathways
Rv3296,information-pathways
Rv3297,information-pathways
Rv3328c,information-pathways
Rv3336c,information-pathways
Rv3366,information-pathways
Rv3370c,information-pathways
Rv3414c,information-pathways
Rv3420c,information-pathways
Rv3442c,information-pathways
Rv3443c,information-pathways
Rv3455c,information-pathways
Rv3456c,information-pathways
Rv3457c,information-pathways
Rv3458c,information-pathways
Rv3459c,information-pathways
Rv3460c,information-pathways
Rv3461c,information-pathways
Rv3462c,information-pathways
Rv3580c,information-pathways
Rv3585,information-pathways
Rv3589,information-pathways
Rv3597c,information-pathways
Rv3598c,information-pathways
Rv3644c,information-pathways
Rv3646c,information-pathways
Rv3649,information-pathways
Rv3674c,information-pathways
Rv3687c,information-pathways
Rv3711c,information-pathways
Rv3715c,information-pathways
Rv3721c,information-pathways
Rv3731,information-pathways
Rv3834c,information-pathways
Rv3852,information-pathways
Rv3907c,information-pathways
Rv3908,information-pathways
Rv3911,information-pathways
Rv3923c,information-pathways
Rv3924c,information-pathways
Rv0007,cell-wall-and-cell-processes
Rv0008c,cell-wall-and-cell-processes
Rv0010c,cell-wall-and-cell-processes
Rv0011c,cell-wall-and-cell-processes
Rv0012,cell-wall-and-cell-processes
Rv0016c,cell-wall-and-cell-processes
Rv0017c,cell-wall-and-cell-processes
Rv0037c,cell-wall-and-cell-processes
Rv0039c,cell-wall-and-cell-processes
Rv0040c,cell-wall-and-cell-processes
Rv0048c,cell-wall-and-cell-processes
Rv0050,cell-wall-and-cell-processes
Rv0051,cell-wall-and-cell-processes
Rv0064,cell-wall-and-cell-processes
Rv0072,cell-wall-and-cell-processes
Rv0073,cell-wall-and-cell-processes
Rv0076c,cell-wall-and-cell-processes
Rv0090,cell-wall-and-cell-processes
Rv0092,cell-wall-and-cell-processes
Rv0093c,cell-wall-and-cell-processes
Rv0102,cell-wall-and-cell-processes
Rv0103c,cell-wall-and-cell-processes
Rv0107c,cell-wall-and-cell-processes
Rv0110,cell-wall-and-cell-processes
Rv0112,cell-wall-and-cell-processes
Rv0113,cell-wall-and-cell-processes
Rv0114,cell-wall-and-cell-processes
Rv0115,cell-wall-and-cell-processes
Rv0116c,cell-wall-and-cell-processes
Rv0128,cell-wall-and-cell-processes
Rv0143c,cell-wall-and-cell-processes
Rv0173,cell-wall-and-cell-processes
Rv0175,cell-wall-and-cell-processes
Rv0176,cell-wall-and-cell-processes
Rv0178,cell-wall-and-cell-processes
Rv0179c,cell-wall-and-cell-processes
Rv0180c,cell-wall-and-cell-processes
Rv0188,cell-wall-and-cell-processes
Rv0191,cell-wall-and-cell-processes
Rv0192A,cell-wall-and-cell-processes
Rv0194,cell-wall-and-cell-processes
Rv0199,cell-wall-and-cell-processes
Rv0200,cell-wall-and-cell-processes
Rv0202c,cell-wall-and-cell-processes
Rv0203,cell-wall-and-cell-processes
Rv0204c,cell-wall-and-cell-processes
Rv0205,cell-wall-and-cell-processes
Rv0206c,cell-wall-and-cell-processes
Rv0218,cell-wall-and-cell-processes
Rv0219,cell-wall-and-cell-processes
Rv0225,cell-wall-and-cell-processes
Rv0226c,cell-wall-and-cell-processes
Rv0227c,cell-wall-and-cell-processes
Rv0229c,cell-wall-and-cell-processes
Rv0235c,cell-wall-and-cell-processes
Rv0236c,cell-wall-and-cell-processes
Rv0236A,cell-wall-and-cell-processes
Rv0237,cell-wall-and-cell-processes
Rv0246,cell-wall-and-cell-processes
Rv0261c,cell-wall-and-cell-processes
Rv0265c,cell-wall-and-cell-processes
Rv0267,cell-wall-and-cell-processes
Rv0282,cell-wall-and-cell-processes
Rv0283,cell-wall-and-cell-processes
Rv0284,cell-wall-and-cell-processes
Rv0287,cell-wall-and-cell-processes
Rv0288,cell-wall-and-cell-processes
Rv0289,cell-wall-and-cell-processes
Rv0290,cell-wall-and-cell-processes
Rv0292,cell-wall-and-cell-processes
Rv0308,cell-wall-and-cell-processes
Rv0309,cell-wall-and-cell-processes
Rv0314c,cell-wall-and-cell-processes
Rv0318c,cell-wall-and-cell-processes
Rv0320,cell-wall-and-cell-processes
Rv0341,cell-wall-and-cell-processes
Rv0342,cell-wall-and-cell-processes
Rv0343,cell-wall-and-cell-processes
Rv0344c,cell-wall-and-cell-processes
Rv0346c,cell-wall-and-cell-processes
Rv0347,cell-wall-and-cell-processes
Rv0359,cell-wall-and-cell-processes
Rv0361,cell-wall-and-cell-processes
Rv0362,cell-wall-and-cell-processes
Rv0364,cell-wall-and-cell-processes
Rv0379,cell-wall-and-cell-processes
Rv0383c,cell-wall-and-cell-processes
Rv0394c,cell-wall-and-cell-processes
Rv0398c,cell-wall-and-cell-processes
Rv0399c,cell-wall-and-cell-processes
Rv0401,cell-wall-and-cell-processes
Rv0402c,cell-wall-and-cell-processes
Rv0403c,cell-wall-and-cell-processes
Rv0411c,cell-wall-and-cell-processes
Rv0412c,cell-wall-and-cell-processes
Rv0418,cell-wall-and-cell-processes
Rv0419,cell-wall-and-cell-processes
Rv0420c,cell-wall-and-cell-processes
Rv0425c,cell-wall-and-cell-processes
Rv0426c,cell-wall-and-cell-processes
Rv0431,cell-wall-and-cell-processes
Rv0435c,cell-wall-and-cell-processes
Rv0446c,cell-wall-and-cell-processes
Rv0450c,cell-wall-and-cell-processes
Rv0451c,cell-wall-and-cell-processes
Rv0461,cell-wall-and-cell-processes
Rv0463,cell-wall-and-cell-processes
Rv0473,cell-wall-and-cell-processes
Rv0475,cell-wall-and-cell-processes
Rv0476,cell-wall-and-cell-processes
Rv0477,cell-wall-and-cell-processes
Rv0479c,cell-wall-and-cell-processes
Rv0482,cell-wall-and-cell-processes
Rv0483,cell-wall-and-cell-processes
Rv0488,cell-wall-and-cell-processes
Rv0497,cell-wall-and-cell-processes
Rv0506,cell-wall-and-cell-processes
Rv0507,cell-wall-and-cell-processes
Rv0513,cell-wall-and-cell-processes
Rv0514,cell-wall-and-cell-processes
Rv0518,cell-wall-and-cell-processes
Rv0519c,cell-wall-and-cell-processes
Rv0522,cell-wall-and-cell-processes
Rv0528,cell-wall-and-cell-processes
Rv0531,cell-wall-and-cell-processes
Rv0537c,cell-wall-and-cell-processes
Rv0538,cell-wall-and-cell-processes
Rv0541c,cell-wall-and-cell-processes
Rv0544c,cell-wall-and-cell-processes
Rv0545c,cell-wall-and-cell-processes
Rv0556,cell-wall-and-cell-processes
Rv0559c,cell-wall-and-cell-processes
Rv0583c,cell-wall-and-cell-processes
Rv0584,cell-wall-and-cell-processes
Rv0585c,cell-wall-and-cell-processes
Rv0593,cell-wall-and-cell-processes
Rv0603,cell-wall-and-cell-processes
Rv0604,cell-wall-and-cell-processes
Rv0615,cell-wall-and-cell-processes
Rv0621,cell-wall-and-cell-processes
Rv0622,cell-wall-and-cell-processes
Rv0625c,cell-wall-and-cell-processes
Rv0633c,cell-wall-and-cell-processes
Rv0638,cell-wall-and-cell-processes
Rv0655,cell-wall-and-cell-processes
Rv0658c,cell-wall-and-cell-processes
Rv0666,cell-wall-and-cell-processes
Rv0671,cell-wall-and-cell-processes
Rv0676c,cell-wall-and-cell-processes
Rv0677c,cell-wall-and-cell-processes
Rv0680c,cell-wall-and-cell-processes
Rv0686,cell-wall-and-cell-processes
Rv0713,cell-wall-and-cell-processes
Rv0724,cell-wall-and-cell-processes
Rv0732,cell-wall-and-cell-processes
Rv0774c,cell-wall-and-cell-processes
Rv0779c,cell-wall-and-cell-processes
Rv0783c,cell-wall-and-cell-processes
Rv0806c,cell-wall-and-cell-processes
Rv0817c,cell-wall-and-cell-processes
Rv0820,cell-wall-and-cell-processes
Rv0821c,cell-wall-and-cell-processes
Rv0835,cell-wall-and-cell-processes
Rv0838,cell-wall-and-cell-processes
Rv0841,cell-wall-and-cell-processes
Rv0842,cell-wall-and-cell-processes
Rv0847,cell-wall-and-cell-processes
Rv0849,cell-wall-and-cell-processes
Rv0867c,cell-wall-and-cell-processes
Rv0870c,cell-wall-and-cell-processes
Rv0875c,cell-wall-and-cell-processes
Rv0876c,cell-wall-and-cell-processes
Rv0879c,cell-wall-and-cell-processes
Rv0882,cell-wall-and-cell-processes
Rv0888,cell-wall-and-cell-processes
Rv0899,cell-wall-and-cell-processes
Rv0900,cell-wall-and-cell-processes
Rv0901,cell-wall-and-cell-processes
Rv0907,cell-wall-and-cell-processes
Rv0908,cell-wall-and-cell-processes
Rv0912,cell-wall-and-cell-processes
Rv0917,cell-wall-and-cell-processes
Rv0924c,cell-wall-and-cell-processes
Rv0928,cell-wall-and-cell-processes
Rv0929,cell-wall-and-cell-processes
Rv0930,cell-wall-and-cell-processes
Rv0932c,cell-wall-and-cell-processes
Rv0933,cell-wall-and-cell-processes
Rv0934,cell-wall-and-cell-processes
Rv0935,cell-wall-and-cell-processes
Rv0936,cell-wall-and-cell-processes
Rv0954,cell-wall-and-cell-processes
Rv0955,cell-wall-and-cell-processes
Rv0961,cell-wall-and-cell-processes
Rv0962c,cell-wall-and-cell-processes
Rv0969,cell-wall-and-cell-processes
Rv0970,cell-wall-and-cell-processes
Rv0985c,cell-wall-and-cell-processes
Rv0986,cell-wall-and-cell-processes
Rv0987,cell-wall-and-cell-processes
Rv0988,cell-wall-and-cell-processes
Rv0996,cell-wall-and-cell-processes
Rv1002c,cell-wall-and-cell-processes
Rv1004c,cell-wall-and-cell-processes
Rv1008,cell-wall-and-cell-processes
Rv1009,cell-wall-and-cell-processes
Rv1016c,cell-wall-and-cell-processes
Rv1018c,cell-wall-and-cell-processes
Rv1022,cell-wall-and-cell-processes
Rv1024,cell-wall-and-cell-processes
Rv1028A,cell-wall-and-cell-processes
Rv1029,cell-wall-and-cell-processes
Rv1030,cell-wall-and-cell-processes
Rv1031,cell-wall-and-cell-processes
Rv1037c,cell-wall-and-cell-processes
Rv1038c,cell-wall-and-cell-processes
Rv1064c,cell-wall-and-cell-processes
Rv1072,cell-wall-and-cell-processes
Rv1075c,cell-wall-and-cell-processes
Rv1081c,cell-wall-and-cell-processes
Rv1086,cell-wall-and-cell-processes
Rv1087A,cell-wall-and-cell-processes
Rv1097c,cell-wall-and-cell-processes
Rv1101c,cell-wall-and-cell-processes
Rv1110,cell-wall-and-cell-processes
Rv1115,cell-wall-and-cell-processes
Rv1132,cell-wall-and-cell-processes
Rv1139c,cell-wall-and-cell-processes
Rv1140,cell-wall-and-cell-processes
Rv1145,cell-wall-and-cell-processes
Rv1146,cell-wall-and-cell-processes
